"","Concerned.with.homicide.investigations","Concerned.with.treatment.of.juveniles","Concerned.with.response.time","Concerned.with.human.rights","Concerned.with.crime.victim","Concerned.other","If.monitor.bad.apples","If.monitor.help.public","If.monitor.help.leadership","If.monitor.communicate.success","If.monitor.other"
"396","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"397","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"398","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"399","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"400","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"401","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"402","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"403","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"404","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"405","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"406","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"407","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"408","","Treatment of juveniles","","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"409","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","","","Helping NOPD leadership see and correct problems","",""
"410","","","Response time","Civil and human rights violations","","treatment of immigrants victims of crimes ","","","Helping NOPD leadership see and correct problems","",""
"411","","","","Civil and human rights violations","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"412","","","","Civil and human rights violations","","","","","","Telling the public about all NOPD’s successes and mistakes","monitor police, male public all police actions (stops,Arrest out complaints) then hold the system accountable by changing polices and entering implementation "
"413","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"414","","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"415","","Treatment of juveniles","","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"416","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"417","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"418","Homicide investigations","Treatment of juveniles","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"419","","Treatment of juveniles","","","Treatment of crime victims","","","","","",""
"420","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"421","Homicide investigations","","Response time","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"422","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"423","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"424","","Treatment of juveniles","","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"425","","Treatment of juveniles","Response time","","Treatment of crime victims","","","","","Telling the public about all NOPD’s successes and mistakes",""
"426","","","Response time","","","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"427","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"428","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"429","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"430","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"431","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"432","Homicide investigations","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"433","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"434","Homicide investigations","Treatment of juveniles","Response time","","Treatment of crime victims","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"435","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"436","Homicide investigations","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"437","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"438","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"439","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"440","Homicide investigations","","Response time","","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"441","Homicide investigations","","Response time","","","","","","","",""
"442","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"443","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"444","","Treatment of juveniles","Response time","","","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"445","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"446","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"447","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"448","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"449","Homicide investigations","","Response time","Civil and human rights violations","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"450","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"451","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"452","","","","Civil and human rights violations","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"453","Homicide investigations","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"454","","Treatment of juveniles","","","Treatment of crime victims","","","","","Telling the public about all NOPD’s successes and mistakes",""
"455","Homicide investigations","Treatment of juveniles","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"456","","Treatment of juveniles","","","Treatment of crime victims","","","","","Telling the public about all NOPD’s successes and mistakes",""
"457","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","","","Telling the public about all NOPD’s successes and mistakes",""
"458","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"459","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"460","","Treatment of juveniles","","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"461","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"462","Homicide investigations","","","","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"463","Homicide investigations","","Response time","","","","","","Helping NOPD leadership see and correct problems","",""
"464","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"465","Homicide investigations","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"466","","Treatment of juveniles","Response time","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"467","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"468","","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"469","","","Response time","","","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"470","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"471","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"472","","","","Civil and human rights violations","Treatment of crime victims","","","","","Telling the public about all NOPD’s successes and mistakes",""
"473","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"474","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"475","Homicide investigations","Treatment of juveniles","","","Treatment of crime victims","","","","Helping NOPD leadership see and correct problems","",""
"476","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"477","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"478","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"479","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"480","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"481","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"482","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"483","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"484","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"485","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"486","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"487","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"488","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"489","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"490","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"491","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"492","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"493","Homicide investigations","","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"494","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"495","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"496","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"497","Homicide investigations","","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"498","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"499","Homicide investigations","","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"500","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"501","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"502","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"503","Homicide investigations","","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"504","Homicide investigations","","","","","","","","","",""
"505","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"506","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"507","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"508","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"509","","","","","Treatment of crime victims","","","","","Telling the public about all NOPD’s successes and mistakes",""
"510","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"511","","","Response time","","","","","","Helping NOPD leadership see and correct problems","",""
"512","","","","","","","","","","",""
"513","Homicide investigations","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"514","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"515","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"516","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"517","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"518","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"519","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"520","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"521","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"522","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"523","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"524","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"525","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"526","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"527","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"528","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"529","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"530","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"531","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"532","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"533","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"534","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"535","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"536","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"537","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"538","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"539","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"540","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"541","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"542","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"543","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"544","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"545","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"546","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"547","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"548","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
